"Edad","esc_bajo","esc_medio","esc_alto","NA","alta","baja","media","mx_bajo","mx_medio","mx_alto","mx_st","esc_totales","totales","prop_alto","prop_medio","prop_bajo","mx_bajo_1","mx_bajo_2","mx_bajo_3","mx_medio_1","mx_medio_2","mx_medio_3","mx_alto_1","mx_alto_2","mx_alto_3","mx_st_1","mx_st_2","mx_st_3"
74,19091,12578,5862,3293,101,731,521,0.0382902938557435,0.0414215296549531,0.0172296144660525,0.0360501985025712,37531,1353,0.156190882204045,0.335136287335802,0.508672830460153,0.0387191995945289,0.0387476763618901,0.0388543819067774,0.043073190529329,0.0431044101481443,0.0434316867444936,0.0158015863664219,0.0161219100571224,0.0160666657213934,0.0365902056180684,0.036670175226349,0.0368315174638354
75,17822,11347,5172,3093,87,761,546,0.0427000336662552,0.0481184454040716,0.0168213457076566,0.040592877318657,34341,1394,0.150607145977112,0.330421362220087,0.518971491802801,0.0424120714833026,0.0426848224617979,0.0429113449259256,0.0471873140361502,0.0476050025975853,0.0478727230026771,0.0177873034534118,0.0176396543167724,0.017872618881512,0.040271592175864,0.0405274502230691,0.0407652864086264
76,16715,10015,4557,3239,88,773,521,0.0462458869279091,0.0520219670494259,0.0193109501865262,0.0441717007063637,31287,1382,0.145651548566497,0.320101000415508,0.534247451017995,0.0469231963075623,0.0473015359540887,0.0476013619344671,0.0525545032272767,0.0529087562623017,0.0531946158390299,0.0193300731304835,0.0198562922706412,0.0199814252101155,0.0447205528752748,0.0450982337764612,0.0453666654032258
77,15244,9092,4026,3025,88,790,523,0.0518236683285227,0.0575230972283326,0.0218579234972678,0.0493970806008039,28362,1401,0.141950497144066,0.320569776461463,0.537479726394472,0.0525693400714011,0.0528177273875147,0.0531466834114652,0.0589844515234783,0.0590700886572026,0.0591540165299907,0.0224515002280283,0.022448329042933,0.0224467641535433,0.0503025562782448,0.050474312210147,0.0506716273023451
78,13498,7551,3437,2835,90,805,509,0.0596384649577715,0.0674082902926765,0.026185627000291,0.0573388875275668,24486,1404,0.140365923384791,0.308380298946337,0.551253777668872,0.0589606457835808,0.0593207868927921,0.059504870554123,0.0656713112208527,0.0654832046704678,0.0654458011695439,0.0255634137702871,0.0250356711470557,0.0248594863076491,0.0563998274769214,0.0564423359204272,0.0564983837983301
79,12351,6881,3037,2589,87,808,496,0.0654198040644482,0.0720825461415492,0.0286466908133026,0.0624635143023935,22269,1391,0.136377924468993,0.308994566437649,0.554627509093358,0.0664323748233943,0.0663760973820621,0.0666020212828792,0.0717938512670724,0.0717841101809613,0.0719105465832308,0.0270920994428518,0.0270944587329585,0.0269886560459131,0.0626246240061154,0.062578503264416,0.0627130346310935
80,11463,6259,2874,2629,76,851,475,0.074238855447963,0.0758907173669915,0.0264439805149617,0.0680714701883861,20596,1402,0.13954165857448,0.303893959992232,0.556564381433288,0.0737352715392111,0.0741091795737835,0.0743144047361471,0.0778871680549587,0.0784643248982632,0.0787544553586589,0.0286278629857366,0.028835838257725,0.0294799101866133,0.0687110583102112,0.0691182647084374,0.0694209211025713
81,10264,5485,2598,2425,80,837,470,0.0815471551052221,0.0856882406563355,0.0307929176289453,0.0755981904398539,18347,1387,0.141603531912574,0.298958957867771,0.559437510219654,0.0821598923587452,0.0824579372525957,0.0826732035694715,0.0857119553727584,0.0860149309967522,0.0863947616065191,0.0307875523445865,0.0325094335691564,0.0330871215116564,0.0760191118089856,0.0765659953348603,0.0769053643363255
82,9284,4929,2306,2284,81,842,471,0.0906936665230504,0.0955569080949483,0.0351257588898526,0.0843876747987166,16519,1394,0.139596827895151,0.298383679399479,0.56201949270537,0.0914786478598307,0.0914524938820353,0.0917395852527111,0.0944456695625395,0.0947050289245418,0.0949939908784113,0.038112885377146,0.0379160927080878,0.0384402685892424,0.0849678158853843,0.0850318329656787,0.0853675076511489
83,8200,4398,1962,2090,95,838,449,0.10219512195122,0.102091859936335,0.0484199796126402,0.0949175824175824,14560,1382,0.134752747252747,0.30206043956044,0.563186813186813,0.10071894142753,0.101308324623502,0.101795075553241,0.103957461838328,0.10426201271394,0.105203397032895,0.0448478404025308,0.0448952794904829,0.044554687686397,0.0941085712026661,0.0945046946529076,0.0949985858289853
84,7596,4141,1804,2005,92,830,473,0.10926803580832,0.1142236174837,0.0509977827050998,0.103020456391699,13541,1395,0.133225020308692,0.305811978435861,0.560963001255446,0.111727384583147,0.112624408154185,0.114026860476321,0.114382906740953,0.116643149460203,0.117545390633625,0.0517251126917719,0.0508526908606204,0.0510932535993376,0.104437696870672,0.10545922986837,0.10652354031778
85,6733,3682,1650,1775,92,833,467,0.1237189959899,0.126833242802825,0.0557575757575758,0.115375051802735,12065,1392,0.136759220886863,0.305180273518442,0.558060505594695,0.125426898451878,0.128147848651275,0.129600334589289,0.131589079801329,0.131731009726733,0.133341250318965,0.0559851194875585,0.0575317904469095,0.0580199988689009,0.117831421531771,0.119606696432062,0.120934180033024
